,0,1,2,3
4754,Tahoe Honey Company,7/29/2022,Jul,$0.10
4755,Tahoe Honey Company,10/7/2022,Oct,"$1,279.66"
4756,TAHOE WELLNESS CENTER,1/4/2022,Jan,$180.00
4757,TAHOE WELLNESS CENTER,1/14/2022,Jan,$144.00
4758,TAHOE WELLNESS CENTER,2/11/2022,Feb,$72.00
4759,TAHOE WELLNESS CENTER,2/25/2022,Feb,$360.00
4760,TAHOE WELLNESS CENTER,3/25/2022,Mar,$108.00
4761,TAHOE WELLNESS CENTER,4/8/2022,Apr,$540.00
4762,TAHOE WELLNESS CENTER,5/20/2022,May,$72.00
4763,TAHOE WELLNESS CENTER,6/3/2022,Jun,$288.00
4764,TAHOE WELLNESS CENTER,7/15/2022,Jul,$192.00
4765,TAHOE WELLNESS CENTER,7/29/2022,Jul,$432.00
4766,TAHOE WELLNESS CENTER,8/12/2022,Aug,$48.00
4767,TAHOE WELLNESS CENTER,9/23/2022,Sep,$144.00
4768,TAHOE WELLNESS CENTER,10/7/2022,Oct,$144.02
4769,TAHOE WELLNESS CENTER,11/4/2022,Nov,$96.03
4770,THC,1/4/2022,Jan,$0.12
4771,THC,1/10/2022,Jan,$72.00
4772,THC,3/21/2022,Mar,$72.00
4773,THC,3/28/2022,Mar,$36.00
4774,THC,8/1/2022,Aug,$48.00
4775,THC,8/29/2022,Aug,$96.00
4776,THC,9/19/2022,Sep,$48.00
4777,THC,9/26/2022,Sep,$108.24
4778,THC,10/3/2022,Oct,$48.00
4779,THC,11/7/2022,Nov,$112.83
4780,THC SD,3/3/2022,Mar,$0.10
4781,THC SD,5/5/2022,May,$270.00
4782,THC SD,10/6/2022,Oct,$0.02
4783,The Apothecarium - Berkeley,1/6/2022,Jan,$144.00
4784,The Apothecarium - Berkeley,1/13/2022,Jan,$216.00
4785,The Apothecarium - Berkeley,1/20/2022,Jan,$216.00
4786,The Apothecarium - Berkeley,1/27/2022,Jan,$108.00
4787,The Apothecarium - Berkeley,2/3/2022,Feb,$162.00
4788,The Apothecarium - Berkeley,2/10/2022,Feb,$216.00
4789,The Apothecarium - Berkeley,2/17/2022,Feb,$36.00
4790,The Apothecarium - Berkeley,2/24/2022,Feb,$180.00
4791,The Apothecarium - Berkeley,3/3/2022,Mar,$72.00
4792,The Apothecarium - Berkeley,3/10/2022,Mar,$72.00
4793,The Apothecarium - Berkeley,3/17/2022,Mar,$252.00
4794,The Apothecarium - Berkeley,3/24/2022,Mar,$432.00
4795,The Apothecarium - Berkeley,3/31/2022,Mar,$108.00
4796,The Apothecarium - Berkeley,4/7/2022,Apr,$959.10
4797,The Apothecarium - Berkeley,4/14/2022,Apr,$308.55
4798,The Apothecarium - Berkeley,4/21/2022,Apr,$725.60
4799,The Apothecarium - Berkeley,4/28/2022,Apr,$308.50
4800,The Apothecarium - Berkeley,4/29/2022,Apr,($145.03)
4801,The Apothecarium - Berkeley,5/2/2022,May,($39.15)
4802,The Apothecarium - Berkeley,5/5/2022,May,$489.96
4803,The Apothecarium - Berkeley,5/19/2022,May,$697.54
4804,The Apothecarium - Berkeley,5/26/2022,May,$100.60
4805,The Apothecarium - Berkeley,6/2/2022,Jun,"$1,237.71"
4806,The Apothecarium - Berkeley,6/9/2022,Jun,$125.40
4807,The Apothecarium - Berkeley,6/16/2022,Jun,$191.80
4808,The Apothecarium - Berkeley,6/23/2022,Jun,$490.20
4809,The Apothecarium - Berkeley,6/30/2022,Jun,$159.60
4810,The Apothecarium - Berkeley,7/7/2022,Jul,$146.20
4811,The Apothecarium - Berkeley,7/14/2022,Jul,$882.27
4812,The Apothecarium - Berkeley,7/20/2022,Jul,$121.70
4813,The Apothecarium - Berkeley,8/4/2022,Aug,$68.40
4814,The Apothecarium - Berkeley,8/11/2022,Aug,$68.40
4815,The Apothecarium - Berkeley,8/26/2022,Aug,$353.40
4816,The Apothecarium - Berkeley,8/29/2022,Aug,($184.68)
4817,The Apothecarium - Berkeley,9/15/2022,Sep,$68.92
4818,The Apothecarium - Berkeley,9/22/2022,Sep,$228.00
4819,The Apothecarium - Berkeley,9/29/2022,Sep,$267.78
4820,The Apothecarium - Berkeley,10/6/2022,Oct,$91.20
4821,The Apothecarium - Berkeley,10/13/2022,Oct,$222.00
4822,The Apothecarium - Berkeley,10/20/2022,Oct,"$1,026.00"
4823,The Apothecarium - Berkeley,10/27/2022,Oct,$376.00
4824,The Apothecarium - Berkeley,11/3/2022,Nov,"$5,084.40"
4825,The Apothecarium - Capitola,1/19/2022,Jan,$108.00
4826,The Apothecarium - Capitola,2/7/2022,Feb,$360.00
4827,The Apothecarium - Capitola,3/7/2022,Mar,$135.00
4828,The Apothecarium - Capitola,3/14/2022,Mar,$180.00
4829,The Apothecarium - Capitola,3/28/2022,Mar,$72.00
4830,The Apothecarium - Capitola,4/4/2022,Apr,$171.00
4831,The Apothecarium - Capitola,4/13/2022,Apr,$1.00
4832,The Apothecarium - Capitola,4/18/2022,Apr,$672.60
4833,The Apothecarium - Capitola,4/29/2022,Apr,($60.25)
4834,The Apothecarium - Capitola,5/2/2022,May,$288.29
4835,The Apothecarium - Capitola,5/9/2022,May,$353.78
4836,The Apothecarium - Capitola,5/16/2022,May,$136.96
4837,The Apothecarium - Capitola,6/6/2022,Jun,$269.62
4838,The Apothecarium - Capitola,6/8/2022,Jun,$877.80
4839,The Apothecarium - Capitola,6/22/2022,Jun,$923.40
4840,The Apothecarium - Capitola,6/29/2022,Jun,$136.80
4841,The Apothecarium - Capitola,7/11/2022,Jul,$895.96
4842,The Apothecarium - Capitola,7/20/2022,Jul,$153.50
4843,The Apothecarium - Capitola,8/1/2022,Aug,$136.80
4844,The Apothecarium - Capitola,8/10/2022,Aug,$91.20
4845,The Apothecarium - Capitola,8/15/2022,Aug,$45.60
4846,The Apothecarium - Capitola,8/22/2022,Aug,$364.80
4847,The Apothecarium - Capitola,8/29/2022,Aug,$134.52
4848,The Apothecarium - Capitola,9/7/2022,Sep,$159.60
4849,The Apothecarium - Capitola,9/19/2022,Sep,$137.16
4850,The Apothecarium - Capitola,9/26/2022,Sep,$472.89
4851,The Apothecarium - Capitola,10/10/2022,Oct,$228.00
4852,The Apothecarium - Castro,1/4/2022,Jan,$252.00
4853,The Apothecarium - Castro,1/11/2022,Jan,$72.00
4854,The Apothecarium - Castro,1/18/2022,Jan,$216.00
4855,The Apothecarium - Castro,1/25/2022,Jan,$72.00
4856,The Apothecarium - Castro,2/1/2022,Feb,$252.00
4857,The Apothecarium - Castro,2/8/2022,Feb,$180.00
4858,The Apothecarium - Castro,2/16/2022,Feb,$306.00
4859,The Apothecarium - Castro,2/22/2022,Feb,$324.00
4860,The Apothecarium - Castro,3/1/2022,Mar,$360.00
4861,The Apothecarium - Castro,3/8/2022,Mar,$360.00
4862,The Apothecarium - Castro,3/15/2022,Mar,$468.00
4863,The Apothecarium - Castro,3/22/2022,Mar,$396.00
4864,The Apothecarium - Castro,3/29/2022,Mar,$648.00
4865,The Apothecarium - Castro,4/5/2022,Apr,"$1,147.70"
4866,The Apothecarium - Castro,4/12/2022,Apr,$890.96
4867,The Apothecarium - Castro,4/19/2022,Apr,$960.00
4868,The Apothecarium - Castro,4/26/2022,Apr,$624.70
4869,The Apothecarium - Castro,4/28/2022,Apr,$0.62
4870,The Apothecarium - Castro,4/29/2022,Apr,($153.25)
4871,The Apothecarium - Castro,5/2/2022,May,($41.38)
4872,The Apothecarium - Castro,5/3/2022,May,$543.14
4873,The Apothecarium - Castro,5/10/2022,May,$987.06
4874,The Apothecarium - Castro,5/17/2022,May,$803.70
4875,The Apothecarium - Castro,5/24/2022,May,"$2,173.30"
4876,The Apothecarium - Castro,5/31/2022,May,$720.34
4877,The Apothecarium - Castro,6/3/2022,Jun,$539.25
4878,The Apothecarium - Castro,6/7/2022,Jun,$702.80
4879,The Apothecarium - Castro,6/21/2022,Jun,"$1,185.60"
4880,The Apothecarium - Castro,6/28/2022,Jun,$680.70
4881,The Apothecarium - Castro,7/5/2022,Jul,$888.90
4882,The Apothecarium - Castro,7/12/2022,Jul,"$3,319.60"
4883,The Apothecarium - Castro,7/20/2022,Jul,$488.40
4884,The Apothecarium - Castro,8/9/2022,Aug,$342.00
4885,The Apothecarium - Castro,8/16/2022,Aug,$273.60
4886,The Apothecarium - Castro,8/23/2022,Aug,$843.60
4887,The Apothecarium - Castro,8/29/2022,Aug,($448.02)
4888,The Apothecarium - Castro,9/20/2022,Sep,$388.55
4889,The Apothecarium - Castro,9/23/2022,Sep,$0.70
4890,The Apothecarium - Castro,9/27/2022,Sep,"$1,059.82"
4891,The Apothecarium - Castro,10/4/2022,Oct,$273.60
4892,The Apothecarium - Castro,10/11/2022,Oct,$228.00
4893,The Apothecarium - Castro,11/8/2022,Nov,$0.02
4894,The Apothecarium - Marina,1/7/2022,Jan,$252.00
4895,The Apothecarium - Marina,1/14/2022,Jan,$504.00
4896,The Apothecarium - Marina,1/21/2022,Jan,$396.00
4897,The Apothecarium - Marina,1/28/2022,Jan,$396.00
4898,The Apothecarium - Marina,2/4/2022,Feb,$684.00
4899,The Apothecarium - Marina,2/11/2022,Feb,$468.00
4900,The Apothecarium - Marina,2/18/2022,Feb,$396.00
4901,The Apothecarium - Marina,2/25/2022,Feb,$288.00
4902,The Apothecarium - Marina,3/4/2022,Mar,$288.00
4903,The Apothecarium - Marina,3/11/2022,Mar,$324.00
4904,The Apothecarium - Marina,3/18/2022,Mar,$180.00
4905,The Apothecarium - Marina,3/25/2022,Mar,$252.00
4906,The Apothecarium - Marina,4/1/2022,Apr,$252.00
4907,The Apothecarium - Marina,4/4/2022,Apr,"$1,350.90"
4908,The Apothecarium - Marina,4/11/2022,Apr,"$2,190.80"
4909,The Apothecarium - Marina,4/22/2022,Apr,$824.20
4910,The Apothecarium - Marina,4/25/2022,Apr,$136.80
4911,The Apothecarium - Marina,4/29/2022,Apr,($251.60)
4912,The Apothecarium - Marina,5/2/2022,May,"$1,587.13"
4913,The Apothecarium - Marina,5/9/2022,May,"$1,515.40"
4914,The Apothecarium - Marina,5/16/2022,May,$423.62
4915,The Apothecarium - Marina,5/23/2022,May,$719.04
4916,The Apothecarium - Marina,5/27/2022,May,$555.12
4917,The Apothecarium - Marina,6/6/2022,Jun,"$1,661.84"
4918,The Apothecarium - Marina,6/16/2022,Jun,$114.00
4919,The Apothecarium - Marina,6/23/2022,Jun,$912.00
4920,The Apothecarium - Marina,7/1/2022,Jul,$171.00
4921,The Apothecarium - Marina,7/11/2022,Jul,$377.53
4922,The Apothecarium - Marina,7/18/2022,Jul,"$2,827.20"
4923,The Apothecarium - Marina,7/25/2022,Jul,($592.80)
4924,The Apothecarium - Marina,8/8/2022,Aug,$182.40
4925,The Apothecarium - Marina,8/15/2022,Aug,$182.40
4926,The Apothecarium - Marina,8/29/2022,Aug,$95.76
4927,The Apothecarium - Marina,9/2/2022,Sep,$775.20
4928,The Apothecarium - Marina,9/12/2022,Sep,$433.20
4929,The Apothecarium - Marina,9/19/2022,Sep,"$1,345.76"
4930,The Apothecarium - Marina,9/26/2022,Sep,$626.54
4931,The Apothecarium - Marina,9/30/2022,Sep,$273.60
4932,The Apothecarium - Marina,10/10/2022,Oct,$564.00
4933,The Apothecarium - Marina,10/17/2022,Oct,$319.20
4934,The Apothecarium - Marina,10/20/2022,Oct,$273.60
4935,The Apothecarium - Soma,2/22/2022,Feb,$36.00
4936,The Apothecarium - Soma,3/1/2022,Mar,$180.00
4937,The Apothecarium - Soma,3/8/2022,Mar,$72.00
4938,The Apothecarium - Soma,3/15/2022,Mar,$864.00
4939,The Apothecarium - Soma,3/29/2022,Mar,$36.00
4940,The Apothecarium - Soma,4/5/2022,Apr,$513.00
4941,The Apothecarium - Soma,4/12/2022,Apr,$496.65
4942,The Apothecarium - Soma,4/19/2022,Apr,$307.80
4943,The Apothecarium - Soma,4/26/2022,Apr,$91.20
4944,The Apothecarium - Soma,4/28/2022,Apr,$0.10
4945,The Apothecarium - Soma,4/29/2022,Apr,($122.85)
4946,The Apothecarium - Soma,5/2/2022,May,($33.17)
4947,The Apothecarium - Soma,5/3/2022,May,$183.10
4948,The Apothecarium - Soma,5/10/2022,May,$530.52
4949,The Apothecarium - Soma,5/18/2022,May,$250.80
4950,The Apothecarium - Soma,5/24/2022,May,$342.00
4951,The Apothecarium - Soma,5/26/2022,May,$0.40
4952,The Apothecarium - Soma,6/1/2022,Jun,"$1,219.05"
4953,The Apothecarium - Soma,6/14/2022,Jun,$273.60
4954,The Apothecarium - Soma,6/21/2022,Jun,$467.40
4955,The Apothecarium - Soma,7/6/2022,Jul,$210.90
4956,The Apothecarium - Soma,7/12/2022,Jul,$730.55
4957,The Apothecarium - Soma,7/19/2022,Jul,$205.20
4958,The Apothecarium - Soma,7/20/2022,Jul,$45.20
4959,The Apothecarium - Soma,7/26/2022,Jul,$68.40
4960,The Apothecarium - Soma,8/16/2022,Aug,$205.20
4961,The Apothecarium - Soma,8/23/2022,Aug,$273.60
4962,The Apothecarium - Soma,8/29/2022,Aug,($102.60)
4963,The Apothecarium - Soma,8/30/2022,Aug,$68.40
4964,The Apothecarium - Soma,9/13/2022,Sep,$68.40
4965,The Apothecarium - Soma,9/20/2022,Sep,$274.04
4966,The Apothecarium - Soma,9/27/2022,Sep,$108.10
4967,The Apothecarium - Soma,10/6/2022,Oct,$684.00
4968,The Apothecarium - Soma,10/11/2022,Oct,$456.00
4969,The Apothecarium - Soma,10/18/2022,Oct,$205.20
4970,The Artist Tree - Beverly,1/20/2022,Jan,$216.00
4971,The Artist Tree - Beverly,2/1/2022,Feb,$2.00
4972,The Artist Tree - Beverly,2/17/2022,Feb,$180.18
4973,The Artist Tree - Beverly,2/24/2022,Feb,$72.00
4974,The Artist Tree - Beverly,3/3/2022,Mar,$72.00
4975,The Artist Tree - Beverly,3/17/2022,Mar,$36.00
4976,The Artist Tree - Beverly,3/24/2022,Mar,$36.00
4977,The Artist Tree - Beverly,3/31/2022,Mar,$144.00
4978,The Artist Tree - Beverly,4/7/2022,Apr,$72.00
4979,The Artist Tree - Beverly,4/21/2022,Apr,$144.00
4980,The Artist Tree - Beverly,6/2/2022,Jun,$336.00
4981,The Artist Tree - Beverly,6/30/2022,Jun,$48.00
4982,The Artist Tree - Beverly,7/7/2022,Jul,$48.00
4983,The Artist Tree - Beverly,7/14/2022,Jul,$96.00
4984,The Artist Tree - Beverly,7/20/2022,Jul,($24.00)
4985,The Artist Tree - Beverly,7/21/2022,Jul,$144.00
4986,The Artist Tree - Beverly,7/28/2022,Jul,$336.00
4987,The Artist Tree - Beverly,8/10/2022,Aug,($96.00)
4988,The Artist Tree - Beverly,8/11/2022,Aug,$96.00
4989,The Artist Tree - Beverly,8/25/2022,Aug,$48.00
4990,The Artist Tree - Beverly,9/8/2022,Sep,$288.00
4991,The Artist Tree - Beverly,9/15/2022,Sep,($21.60)
4992,The Artist Tree - Beverly,10/6/2022,Oct,$192.00
4993,The Artist Tree - Beverly,10/11/2022,Oct,($39.60)
4994,The Artist Tree - Beverly,10/20/2022,Oct,$192.00
4995,The Artist Tree - Beverly,10/26/2022,Oct,($54.86)
4996,The Artist Tree - Beverly,10/27/2022,Oct,$288.00
4997,The Artist Tree - Fresno,7/12/2022,Jul,$960.40
4998,The Artist Tree - Fresno,7/19/2022,Jul,$144.00
4999,The Artist Tree - Fresno,7/26/2022,Jul,$576.00
5000,The Artist Tree - Fresno,8/9/2022,Aug,"$1,248.00"
5001,The Artist Tree - Fresno,8/11/2022,Aug,($108.00)
5002,The Artist Tree - Fresno,8/23/2022,Aug,$672.00
5003,The Artist Tree - Fresno,9/13/2022,Sep,$432.00
5004,The Artist Tree - Fresno,9/15/2022,Sep,($198.00)
5005,The Artist Tree - Fresno,9/20/2022,Sep,$480.00
5006,The Artist Tree - Fresno,10/11/2022,Oct,($108.00)
5007,The Artist Tree - Fresno,10/18/2022,Oct,$336.00
5008,The Artist Tree - Fresno,11/8/2022,Nov,$384.00
5009,The Artist Tree - Ktown,1/13/2022,Jan,$108.00
5010,The Artist Tree - Ktown,1/20/2022,Jan,$36.00
5011,The Artist Tree - Ktown,1/27/2022,Jan,$75.52
5012,The Artist Tree - Ktown,2/3/2022,Feb,$108.00
5013,The Artist Tree - Ktown,2/17/2022,Feb,$288.00
5014,The Artist Tree - Ktown,3/10/2022,Mar,$180.00
5015,The Artist Tree - Ktown,3/24/2022,Mar,$108.00
5016,The Artist Tree - Ktown,3/31/2022,Mar,$216.00
5017,The Artist Tree - Ktown,4/7/2022,Apr,$144.00
5018,The Artist Tree - Ktown,4/21/2022,Apr,$36.00
5019,The Artist Tree - Ktown,6/2/2022,Jun,$288.00
5020,The Artist Tree - Ktown,6/16/2022,Jun,$192.00
5021,The Artist Tree - Ktown,6/30/2022,Jun,$288.00
5022,The Artist Tree - Ktown,7/7/2022,Jul,$384.00
5023,The Artist Tree - Ktown,7/14/2022,Jul,$96.00
5024,The Artist Tree - Ktown,7/20/2022,Jul,($72.00)
5025,The Artist Tree - Ktown,7/21/2022,Jul,$144.00
5026,The Artist Tree - Ktown,7/28/2022,Jul,$288.00
5027,The Artist Tree - Ktown,8/4/2022,Aug,$288.00
5028,The Artist Tree - Ktown,8/9/2022,Aug,($35.97)
5029,The Artist Tree - Ktown,8/10/2022,Aug,($186.10)
5030,The Artist Tree - Ktown,8/25/2022,Aug,$96.00
5031,The Artist Tree - Ktown,9/1/2022,Sep,$384.00
5032,The Artist Tree - Ktown,9/8/2022,Sep,$192.00
5033,The Artist Tree - Ktown,9/15/2022,Sep,($97.20)
5034,The Artist Tree - Ktown,10/11/2022,Oct,($90.00)
5035,The Artist Tree - Ktown,10/26/2022,Oct,($109.73)
5036,The Artist Tree - Ktown,10/27/2022,Oct,$288.00
5037,The Artist Tree - Riverside,1/27/2022,Jan,$2.00
5038,The Artist Tree - Riverside,3/29/2022,Mar,$108.00
5039,The Artist Tree - Riverside,4/19/2022,Apr,$72.00
5040,The Artist Tree - Riverside,6/14/2022,Jun,$96.00
5041,The Artist Tree - Riverside,7/5/2022,Jul,$192.00
5042,The Artist Tree - Riverside,7/12/2022,Jul,$48.00
5043,The Artist Tree - Riverside,7/20/2022,Jul,($31.50)
5044,The Artist Tree - Riverside,7/26/2022,Jul,$192.00
5045,The Artist Tree - Riverside,8/10/2022,Aug,($36.00)
5046,The Artist Tree - Riverside,8/23/2022,Aug,$48.00
5047,The Artist Tree - Riverside,9/15/2022,Sep,($10.80)
5048,The Artist Tree - Riverside,10/4/2022,Oct,$48.00
5049,The Artist Tree - Riverside,10/18/2022,Oct,$96.00
5050,The Artist Tree - Riverside,11/1/2022,Nov,$48.00
5051,The Artist Tree - WeHo,1/7/2022,Jan,$360.00
5052,The Artist Tree - WeHo,1/13/2022,Jan,$144.00
5053,The Artist Tree - WeHo,1/18/2022,Jan,$360.00
5054,The Artist Tree - WeHo,1/25/2022,Jan,$111.10
5055,The Artist Tree - WeHo,2/3/2022,Feb,$72.00
5056,The Artist Tree - WeHo,2/15/2022,Feb,$324.00
5057,The Artist Tree - WeHo,3/1/2022,Mar,$252.00
5058,The Artist Tree - WeHo,3/9/2022,Mar,$180.00
5059,The Artist Tree - WeHo,3/16/2022,Mar,$36.00
5060,The Artist Tree - WeHo,3/23/2022,Mar,$180.00
5061,The Artist Tree - WeHo,3/31/2022,Mar,$180.00
5062,The Artist Tree - WeHo,4/5/2022,Apr,$82.00
5063,The Artist Tree - WeHo,4/14/2022,Apr,$216.26
5064,The Artist Tree - WeHo,4/26/2022,Apr,$648.00
5065,The Artist Tree - WeHo,5/18/2022,May,$2.40
5066,The Artist Tree - WeHo,6/3/2022,Jun,$384.00
5067,The Artist Tree - WeHo,6/8/2022,Jun,$360.00
5068,The Artist Tree - WeHo,6/29/2022,Jun,$672.32
5069,The Artist Tree - WeHo,7/6/2022,Jul,$288.00
5070,The Artist Tree - WeHo,7/13/2022,Jul,$192.00
5071,The Artist Tree - WeHo,7/20/2022,Jul,$172.50
5072,The Artist Tree - WeHo,7/27/2022,Jul,$576.00
5073,The Artist Tree - WeHo,7/29/2022,Jul,($250.00)
5074,The Artist Tree - WeHo,8/3/2022,Aug,$720.00
5075,The Artist Tree - WeHo,8/10/2022,Aug,$102.00
5076,The Artist Tree - WeHo,8/17/2022,Aug,$96.00
5077,The Artist Tree - WeHo,8/24/2022,Aug,$278.00
5078,The Artist Tree - WeHo,9/7/2022,Sep,$480.00
5079,The Artist Tree - WeHo,9/15/2022,Sep,($129.00)
5080,The Artist Tree - WeHo,9/21/2022,Sep,$144.40
5081,The Artist Tree - WeHo,9/26/2022,Sep,($175.00)
5082,The Artist Tree - WeHo,10/5/2022,Oct,$0.10
5083,The Artist Tree - WeHo,10/11/2022,Oct,($42.60)
5084,The Artist Tree - WeHo,10/26/2022,Oct,$624.00
5085,The Artist Tree - WeHo,11/2/2022,Nov,$288.00
5086,The Bakery - Fort Bragg,3/29/2022,Mar,$120.00
5087,The Bright Spot,10/12/2022,Oct,$0.01
5088,The Cake House - Vista,2/3/2022,Feb,$72.00
5089,The Cake House - Wildomar,6/30/2022,Jun,$408.12
5090,The Cake House - Wildomar,8/18/2022,Aug,"$1,536.00"
5091,The Cake House - Wildomar,9/22/2022,Sep,$156.36
5092,The Cannabist,1/12/2022,Jan,$612.00
5093,The Cannabist,1/26/2022,Jan,$720.00
5094,The Cannabist,2/9/2022,Feb,$108.00
5095,The Cannabist,2/23/2022,Feb,$544.00
5096,The Cannabist,3/2/2022,Mar,$144.10
5097,The Cannabist,3/15/2022,Mar,$970.00
5098,The Cannabist,3/30/2022,Mar,$970.00
5099,The Cannabist,4/14/2022,Apr,$288.00
5100,The Cannabist,4/27/2022,Apr,$498.00
5101,The Cannabist,5/5/2022,May,$0.24
5102,The Cannabist,5/12/2022,May,$324.00
5103,The Cannabist,5/19/2022,May,$108.00
5104,The Cannabist,5/25/2022,May,$472.00
5105,The Cannabist,6/8/2022,Jun,$192.00
5106,The Cannabist,6/16/2022,Jun,$192.00
5107,The Cannabist,6/22/2022,Jun,$720.00
5108,The Cannabist,6/29/2022,Jun,$288.00
5109,The Cannabist,7/6/2022,Jul,$384.00
5110,The Cannabist,7/13/2022,Jul,$480.00
5111,The Cannabist,8/3/2022,Aug,$528.00
5112,The Cannabist,8/10/2022,Aug,$384.00
5113,The Cannabist,8/24/2022,Aug,$960.00
5114,The Cannabist,9/12/2022,Sep,$528.00
5115,The Cannabist,9/14/2022,Sep,$192.00
5116,The Cannabist,9/21/2022,Sep,$288.00
5117,The Cannabist,9/28/2022,Sep,$432.00
5118,The Cannabist,10/12/2022,Oct,$480.02
5119,The Cannabist,10/26/2022,Oct,$588.00
5120,The Cannabist,11/9/2022,Nov,$432.00
5121,The Circle,10/11/2022,Oct,$0.02
5122,The Corner LB,6/16/2022,Jun,$216.00
5123,The Corner LB,8/16/2022,Aug,$288.00
5124,The Corner LB,9/23/2022,Sep,$288.00
5125,The Country Club - Distro,3/15/2022,Mar,$60.00
5126,The Country Club - Distro,4/26/2022,Apr,$60.00
5127,The Country Club - Distro,7/6/2022,Jul,$528.00
5128,The Country Club - Distro,8/2/2022,Aug,$0.40
5129,The Flore Store,1/20/2022,Jan,$108.00
5130,The Flore Store,2/10/2022,Feb,$372.55
5131,The Flore Store,3/10/2022,Mar,$216.00
5132,The Flore Store,4/19/2022,Apr,$288.91
5133,The Flore Store,5/19/2022,May,$396.00
5134,The Flore Store,5/26/2022,May,$36.12
5135,The Flore Store,6/1/2022,Jun,$48.00
5136,The Flore Store,6/16/2022,Jun,$720.00
5137,The Flore Store,8/1/2022,Aug,$528.00
5138,The Flore Store,8/4/2022,Aug,$1.16
5139,The Flore Store,9/1/2022,Sep,$576.00
5140,The Flore Store,9/9/2022,Sep,$240.00
5141,The Flore Store,10/14/2022,Oct,$492.15
5142,The Flore Store,10/28/2022,Oct,$0.01
5143,The Green Goddess Collective,1/19/2022,Jan,$532.00
5144,The Green Goddess Collective,2/9/2022,Feb,$324.00
5145,The Green Goddess Collective,2/16/2022,Feb,$0.06
5146,The Green Goddess Collective,2/23/2022,Feb,$144.00
5147,The Green Goddess Collective,3/2/2022,Mar,$316.00
5148,The Green Goddess Collective,3/9/2022,Mar,$288.00
5149,The Green Goddess Collective,3/16/2022,Mar,$138.00
5150,The Green Goddess Collective,3/23/2022,Mar,$288.00
5151,The Green Goddess Collective,3/30/2022,Mar,$108.00
5152,The Green Goddess Collective,4/6/2022,Apr,$144.00
5153,The Green Goddess Collective,4/13/2022,Apr,$288.00
5154,The Green Goddess Collective,4/27/2022,Apr,$108.00
5155,The Green Goddess Collective,5/11/2022,May,$432.00
5156,The Green Goddess Collective,5/18/2022,May,$144.20
5157,The Green Goddess Collective,6/10/2022,Jun,$192.00
5158,The Green Goddess Collective,6/15/2022,Jun,$384.00
5159,The Green Goddess Collective,6/29/2022,Jun,$576.00
5160,The Green Goddess Collective,7/8/2022,Jul,$288.00
5161,The Green Goddess Collective,7/13/2022,Jul,$192.00
5162,The Green Goddess Collective,7/20/2022,Jul,$144.00
5163,The Green Goddess Collective,7/27/2022,Jul,$192.00
5164,The Green Goddess Collective,8/3/2022,Aug,$0.20
5165,The Green Goddess Collective,8/10/2022,Aug,$480.00
5166,The Green Goddess Collective,8/17/2022,Aug,$192.00
5167,The Green Goddess Collective,8/24/2022,Aug,$384.00
5168,The Green Goddess Collective,8/31/2022,Aug,$0.20
5169,The Green Goddess Collective,9/14/2022,Sep,$144.00
5170,The Green Goddess Collective,9/28/2022,Sep,$108.00
5171,The Green Goddess Collective,10/5/2022,Oct,$288.00
5172,The Green Goddess Collective,10/12/2022,Oct,$144.00
5173,The Green Goddess Collective,10/19/2022,Oct,$144.00
5174,The Green Goddess Collective,10/26/2022,Oct,$144.00
5175,The Green Goddess Collective,11/2/2022,Nov,$144.00
5176,The Growcery,2/2/2022,Feb,$900.00
5177,The Growcery,3/2/2022,Mar,"$1,044.00"
5178,The Growcery,3/16/2022,Mar,$360.00
5179,The Growcery,4/6/2022,Apr,"$1,008.05"
5180,The Growcery,4/13/2022,Apr,$0.20
5181,The Growcery,5/11/2022,May,$486.00
5182,The Growcery,5/25/2022,May,$828.12
5183,The Growcery,6/24/2022,Jun,"$1,220.16"
5184,The Growcery,7/20/2022,Jul,$576.08
5185,The Growcery,8/17/2022,Aug,$972.90
5186,The Growcery,10/5/2022,Oct,$588.48
5187,The Growcery,10/26/2022,Oct,$384.00
5188,The Healing Tree,1/20/2022,Jan,$870.00
5189,The Healing Tree,2/17/2022,Feb,$36.00
5190,The Healing Tree,4/14/2022,Apr,$1.30
5191,The Healing Tree,5/26/2022,May,$1.06
5192,The Healing Tree,9/15/2022,Sep,$48.00
5193,The Heart of Humboldt - Micro,9/13/2022,Sep,$0.03
5194,"THE HERBIVORE, INC.",1/21/2022,Jan,$36.00
5195,"THE HERBIVORE, INC.",3/11/2022,Mar,$72.00
5196,"THE HERBIVORE, INC.",3/25/2022,Mar,$36.00
5197,"THE HERBIVORE, INC.",4/8/2022,Apr,$72.00
5198,"THE HERBIVORE, INC.",4/22/2022,Apr,$144.00
5199,"THE HERBIVORE, INC.",5/6/2022,May,$325.40
5200,"THE HERBIVORE, INC.",5/20/2022,May,$36.00
5201,"THE HERBIVORE, INC.",6/3/2022,Jun,$312.00
5202,"THE HERBIVORE, INC.",6/17/2022,Jun,$144.00
5203,"THE HERBIVORE, INC.",7/22/2022,Jul,$528.10
5204,"THE HERBIVORE, INC.",8/19/2022,Aug,$216.00
5205,"THE HERBIVORE, INC.",9/16/2022,Sep,$480.00
5206,"THE HERBIVORE, INC.",9/30/2022,Sep,$336.24
5207,The Higher Path,1/14/2022,Jan,$768.00
5208,The Higher Path,1/26/2022,Jan,$180.00
